time,NAME,X,Y,SPD,HDG,TYPE,COLOR,MODE,ALLSTOP,TIME,LENGTH,src
1722607954.087886,ned,36.89,-16.1,0.02,21.06,kayak,gray70,PARK,ManualOverride,836,1722607954.09,4,pNodeReporter
1722607957.101916,ned,36.82,-16.02,0.01,21.06,kayak,gray70,PARK,ManualOverride,837,1722607957.1,4,pNodeReporter
1722607960.115886,ned,36.75,-15.91,0.03,21.06,kayak,gray70,PARK,ManualOverride,838,1722607960.12,4,pNodeReporter
1722607963.132726,ned,36.7,-15.8,0.01,21.06,kayak,gray70,PARK,ManualOverride,839,1722607963.13,4,pNodeReporter
1722607966.146746,ned,36.71,-15.69,0.03,21.06,kayak,gray70,PARK,ManualOverride,840,1722607966.15,4,pNodeReporter
1722607969.161906,ned,36.74,-15.6,0.04,21.06,kayak,gray70,PARK,ManualOverride,841,1722607969.16,4,pNodeReporter
1722607972.175906,ned,36.71,-15.52,0.03,21.06,kayak,gray70,PARK,ManualOverride,842,1722607972.18,4,pNodeReporter
1722607975.189786,ned,36.69,-15.41,0.02,21.06,kayak,gray70,PARK,ManualOverride,843,1722607975.19,4,pNodeReporter
1722607978.198116,ned,36.66,-15.3,0.03,21.06,kayak,gray70,PARK,ManualOverride,844,1722607978.2,4,pNodeReporter
1722607981.208546,ned,36.66,-15.17,0.05,21.06,kayak,gray70,PARK,ManualOverride,845,1722607981.21,4,pNodeReporter
1722607981.8366861,ned,36.63,-15.02,0.2,1.06,kayak,gray70,PARK,ManualOverride,846,1722607981.84,4,pNodeReporter
1722607981.9623961,ned,36.62,-14.95,0.23,350.83,kayak,gray70,PARK,ManualOverride,847,1722607981.96,4,pNodeReporter
1722607982.213866,ned,36.6,-14.91,0.24,344.66,kayak,gray70,PARK,ManualOverride,848,1722607982.21,4,pNodeReporter
1722607983.217376,ned,36.62,-14.95,0.21,47.54,kayak,gray70,PARK,ManualOverride,849,1722607983.22,4,pNodeReporter
1722607983.468126,ned,36.69,-14.99,0.32,102.34,kayak,gray70,PARK,ManualOverride,850,1722607983.47,4,pNodeReporter
1722607983.593576,ned,36.93,-15.08,0.48,123.55,kayak,gray70,PARK,ManualOverride,851,1722607983.59,4,pNodeReporter
1722607984.095056,ned,37.18,-15.36,0.66,117.87,kayak,gray70,PARK,ManualOverride,852,1722607984.09,4,pNodeReporter
1722607984.220496,ned,37.33,-15.39,0.74,113.52,kayak,gray70,PARK,ManualOverride,853,1722607984.22,4,pNodeReporter
1722607984.596556,ned,37.69,-15.32,1.05,98.55,kayak,gray70,PARK,ManualOverride,854,1722607984.6,4,pNodeReporter
1722607984.847336,ned,37.92,-15.39,1.17,94.03,kayak,gray70,PARK,ManualOverride,855,1722607984.85,4,pNodeReporter
1722607985.098186,ned,38.14,-15.41,1.26,90.42,kayak,gray70,PARK,ManualOverride,856,1722607985.1,4,pNodeReporter
1722607986.226396,ned,39.74,-15.13,1.5,87.93,kayak,gray70,PARK,ManualOverride,857,1722607986.23,4,pNodeReporter
1722607986.602506,ned,40,-15.1,1.53,87.94,kayak,gray70,PARK,ManualOverride,858,1722607986.6,4,pNodeReporter
1722607987.229326,ned,41.05,-14.95,1.3,90.06,kayak,gray70,PARK,ManualOverride,859,1722607987.23,4,pNodeReporter
1722607987.730976,ned,41.46,-14.88,1.19,89.49,kayak,gray70,PARK,ManualOverride,860,1722607987.73,4,pNodeReporter
1722607988.986926,ned,42.63,-14.84,1.02,87.86,kayak,gray70,PARK,ManualOverride,861,1722607988.99,4,pNodeReporter
1722607989.991856,ned,43.38,-14.82,0.77,86.51,kayak,gray70,PARK,ManualOverride,862,1722607989.99,4,pNodeReporter
1722607991.120496,ned,44.17,-14.56,0.7,83.94,kayak,gray70,PARK,ManualOverride,863,1722607991.12,4,pNodeReporter
1722607992.123296,ned,44.72,-14.41,0.6,81.84,kayak,gray70,PARK,ManualOverride,864,1722607992.12,4,pNodeReporter
1722607994.003776,ned,45.53,-14.19,0.5,80.4,kayak,gray70,PARK,ManualOverride,865,1722607994,4,pNodeReporter
1722607996.011126,ned,46.34,-14.02,0.38,78.32,kayak,gray70,PARK,ManualOverride,866,1722607996.01,4,pNodeReporter
1722607997.769346,ned,46.84,-13.91,0.33,75.99,kayak,gray70,PARK,ManualOverride,867,1722607997.77,4,pNodeReporter
1722607999.398916,ned,47.3,-13.82,0.33,78.51,kayak,gray70,PARK,ManualOverride,868,1722607999.4,4,pNodeReporter
1722608000.903036,ned,47.66,-13.73,0.26,74.32,kayak,gray70,PARK,ManualOverride,869,1722608000.9,4,pNodeReporter
1722608003.035286,ned,48.24,-13.58,0.22,71.77,kayak,gray70,PARK,ManualOverride,870,1722608003.03,4,pNodeReporter
1722608003.663316,ned,48.36,-13.54,0.23,74.41,kayak,gray70,PARK,ManualOverride,871,1722608003.66,4,pNodeReporter
1722608006.6744661,ned,48.99,-13.36,0.17,73.79,kayak,gray70,PARK,ManualOverride,872,1722608006.67,4,pNodeReporter
1722608009.683706,ned,49.51,-13.3,0.12,73.79,kayak,gray70,PARK,ManualOverride,873,1722608009.68,4,pNodeReporter
1722608012.696926,ned,49.92,-13.26,0.16,73.79,kayak,gray70,PARK,ManualOverride,874,1722608012.7,4,pNodeReporter
1722608015.710186,ned,50.32,-13.26,0.13,73.79,kayak,gray70,PARK,ManualOverride,875,1722608015.71,4,pNodeReporter
1722608018.718686,ned,50.64,-13.21,0.1,73.79,kayak,gray70,PARK,ManualOverride,876,1722608018.72,4,pNodeReporter
1722608021.730176,ned,50.94,-13.13,0.1,73.79,kayak,gray70,PARK,ManualOverride,877,1722608021.73,4,pNodeReporter
1722608024.744226,ned,51.16,-13.08,0.09,73.79,kayak,gray70,PARK,ManualOverride,878,1722608024.74,4,pNodeReporter
1722608027.758296,ned,51.17,-13,0.11,73.79,kayak,gray70,PARK,ManualOverride,879,1722608027.76,4,pNodeReporter
1722608029.893776,ned,51.17,-13.06,0.08,73.79,kayak,gray70,PARK,ManualOverride,880,1722608029.89,4,pNodeReporter
1722608032.907756,ned,51.25,-13.04,0.08,73.79,kayak,gray70,PARK,ManualOverride,881,1722608032.91,4,pNodeReporter
1722608035.922096,ned,51.33,-12.87,0.08,73.79,kayak,gray70,PARK,ManualOverride,882,1722608035.92,4,pNodeReporter
1722608037.806056,ned,51.25,-12.71,0.05,73.79,kayak,gray70,PARK,ManualOverride,883,1722608037.81,4,pNodeReporter
1722608040.818866,ned,51.2,-12.6,0.06,73.79,kayak,gray70,PARK,ManualOverride,884,1722608040.82,4,pNodeReporter
1722608043.451346,ned,51.14,-12.41,0.06,73.79,kayak,gray70,PARK,ManualOverride,885,1722608043.45,4,pNodeReporter
1722608046.462416,ned,51.28,-12.26,0.08,73.79,kayak,gray70,PARK,ManualOverride,886,1722608046.46,4,pNodeReporter
1722608049.473416,ned,51.37,-12.1,0.07,73.79,kayak,gray70,PARK,ManualOverride,887,1722608049.47,4,pNodeReporter
1722608052.481546,ned,51.44,-11.89,0.04,73.79,kayak,gray70,PARK,ManualOverride,888,1722608052.48,4,pNodeReporter
1722608055.494726,ned,51.57,-11.73,0.03,73.79,kayak,gray70,PARK,ManualOverride,889,1722608055.49,4,pNodeReporter
1722608058.503076,ned,51.62,-11.6,0.02,73.79,kayak,gray70,PARK,ManualOverride,890,1722608058.5,4,pNodeReporter
1722608061.514246,ned,51.72,-11.52,0.03,73.79,kayak,gray70,PARK,ManualOverride,891,1722608061.51,4,pNodeReporter
1722608064.5252361,ned,51.84,-11.43,0.02,73.79,kayak,gray70,PARK,ManualOverride,892,1722608064.53,4,pNodeReporter
1722608067.533506,ned,52.11,-11.3,0.03,73.79,kayak,gray70,PARK,ManualOverride,893,1722608067.53,4,pNodeReporter
1722608070.546466,ned,52.31,-11.13,0.06,73.79,kayak,gray70,PARK,ManualOverride,894,1722608070.55,4,pNodeReporter
1722608073.554856,ned,52.48,-11.08,0.02,73.79,kayak,gray70,PARK,ManualOverride,895,1722608073.55,4,pNodeReporter
1722608076.565816,ned,52.69,-11.08,0.02,73.79,kayak,gray70,PARK,ManualOverride,896,1722608076.57,4,pNodeReporter
1722608079.579966,ned,52.95,-11.17,0.02,73.79,kayak,gray70,PARK,ManualOverride,897,1722608079.58,4,pNodeReporter
1722608082.593426,ned,53.04,-11.28,0.02,73.79,kayak,gray70,PARK,ManualOverride,898,1722608082.59,4,pNodeReporter
1722608085.601996,ned,53.13,-11.34,0.03,73.79,kayak,gray70,PARK,ManualOverride,899,1722608085.6,4,pNodeReporter
1722608088.612006,ned,53.13,-11.24,0.02,73.79,kayak,gray70,PARK,ManualOverride,900,1722608088.61,4,pNodeReporter
1722608091.6260061,ned,53.11,-11.24,0.01,73.79,kayak,gray70,PARK,ManualOverride,901,1722608091.63,4,pNodeReporter
1722608094.639966,ned,53.24,-11.34,0.03,73.79,kayak,gray70,PARK,ManualOverride,902,1722608094.64,4,pNodeReporter
1722608097.654256,ned,53.3,-11.47,0.02,73.79,kayak,gray70,PARK,ManualOverride,903,1722608097.65,4,pNodeReporter
1722608100.662736,ned,53.41,-11.43,0.04,73.79,kayak,gray70,PARK,ManualOverride,904,1722608100.66,4,pNodeReporter
1722608103.672776,ned,53.54,-11.32,0.01,73.79,kayak,gray70,PARK,ManualOverride,905,1722608103.67,4,pNodeReporter
1722608106.683976,ned,53.59,-11.17,0.07,73.79,kayak,gray70,PARK,ManualOverride,906,1722608106.68,4,pNodeReporter
1722608109.692266,ned,53.58,-10.99,0.03,73.79,kayak,gray70,PARK,ManualOverride,907,1722608109.69,4,pNodeReporter
1722608112.705296,ned,53.74,-10.97,0.09,73.79,kayak,gray70,PARK,ManualOverride,908,1722608112.71,4,pNodeReporter
1722608115.718296,ned,53.89,-10.74,0.04,73.79,kayak,gray70,PARK,ManualOverride,909,1722608115.72,4,pNodeReporter
1722608118.726766,ned,53.89,-10.69,0.01,73.79,kayak,gray70,PARK,ManualOverride,910,1722608118.73,4,pNodeReporter
1722608121.7378361,ned,53.92,-10.87,0.04,73.79,kayak,gray70,PARK,ManualOverride,911,1722608121.74,4,pNodeReporter
1722608124.751906,ned,54.04,-11.08,0.01,73.79,kayak,gray70,PARK,ManualOverride,912,1722608124.75,4,pNodeReporter
1722608127.388796,ned,54.26,-11.24,0,73.79,kayak,gray70,PARK,ManualOverride,913,1722608127.39,4,pNodeReporter
1722608129.395206,ned,54.45,-11.41,0.02,73.79,kayak,gray70,PARK,ManualOverride,914,1722608129.4,4,pNodeReporter
1722608131.778186,ned,54.65,-11.65,0.01,73.79,kayak,gray70,PARK,ManualOverride,915,1722608131.78,4,pNodeReporter
1722608133.911436,ned,54.78,-11.87,0.03,73.79,kayak,gray70,PARK,ManualOverride,916,1722608133.91,4,pNodeReporter
1722608136.295686,ned,54.92,-12.12,0.02,73.79,kayak,gray70,PARK,ManualOverride,917,1722608136.3,4,pNodeReporter
1722608139.304006,ned,54.97,-12.36,0.01,73.79,kayak,gray70,PARK,ManualOverride,918,1722608139.3,4,pNodeReporter
1722608142.3165061,ned,54.96,-12.5,0.03,73.79,kayak,gray70,PARK,ManualOverride,919,1722608142.32,4,pNodeReporter
1722608145.331836,ned,54.99,-12.58,0.05,73.79,kayak,gray70,PARK,ManualOverride,920,1722608145.33,4,pNodeReporter
1722608148.345956,ned,55.04,-12.58,0.01,73.79,kayak,gray70,PARK,ManualOverride,921,1722608148.35,4,pNodeReporter
1722608151.360366,ned,55.13,-12.6,0.07,73.79,kayak,gray70,PARK,ManualOverride,922,1722608151.36,4,pNodeReporter
1722608154.371556,ned,55.33,-12.58,0.04,73.79,kayak,gray70,PARK,ManualOverride,923,1722608154.37,4,pNodeReporter
1722608157.380116,ned,55.4,-12.58,0.04,73.79,kayak,gray70,PARK,ManualOverride,924,1722608157.38,4,pNodeReporter
1722608160.394256,ned,55.45,-12.52,0.01,73.79,kayak,gray70,PARK,ManualOverride,925,1722608160.39,4,pNodeReporter
1722608163.406816,ned,55.51,-12.49,0.02,73.79,kayak,gray70,PARK,ManualOverride,926,1722608163.41,4,pNodeReporter
1722608166.416686,ned,55.62,-12.39,0.04,73.79,kayak,gray70,PARK,ManualOverride,927,1722608166.42,4,pNodeReporter
1722608169.428186,ned,55.71,-12.23,0.05,73.79,kayak,gray70,PARK,ManualOverride,928,1722608169.43,4,pNodeReporter
1722608172.438126,ned,55.77,-12.08,0.03,73.79,kayak,gray70,PARK,ManualOverride,929,1722608172.44,4,pNodeReporter
1722608175.446916,ned,55.8,-11.99,0.06,73.79,kayak,gray70,PARK,ManualOverride,930,1722608175.45,4,pNodeReporter
1722608178.456656,ned,55.84,-11.86,0.06,73.79,kayak,gray70,PARK,ManualOverride,931,1722608178.46,4,pNodeReporter
1722608181.214886,ned,55.88,-11.58,0.07,73.79,kayak,gray70,PARK,ManualOverride,932,1722608181.21,4,pNodeReporter
1722608184.2260861,ned,55.92,-11.34,0.03,73.79,kayak,gray70,PARK,ManualOverride,933,1722608184.23,4,pNodeReporter
1722608187.234496,ned,55.96,-11.1,0.05,73.79,kayak,gray70,PARK,ManualOverride,934,1722608187.23,4,pNodeReporter
1722608190.247936,ned,55.97,-10.91,0.04,73.79,kayak,gray70,PARK,ManualOverride,935,1722608190.25,4,pNodeReporter
1722608193.256266,ned,55.99,-10.74,0.03,73.79,kayak,gray70,PARK,ManualOverride,936,1722608193.26,4,pNodeReporter
1722608196.266376,ned,56.03,-10.6,0.06,73.79,kayak,gray70,PARK,ManualOverride,937,1722608196.27,4,pNodeReporter
1722608199.280226,ned,56.07,-10.41,0.04,73.79,kayak,gray70,PARK,ManualOverride,938,1722608199.28,4,pNodeReporter
1722608202.294446,ned,56.07,-10.34,0.02,73.79,kayak,gray70,PARK,ManualOverride,939,1722608202.29,4,pNodeReporter
1722608205.3038561,ned,55.99,-10.32,0.04,73.79,kayak,gray70,PARK,ManualOverride,940,1722608205.3,4,pNodeReporter
1722608208.313106,ned,56.03,-10.24,0.07,73.79,kayak,gray70,PARK,ManualOverride,941,1722608208.31,4,pNodeReporter
1722608211.325356,ned,55.99,-10.24,0,73.79,kayak,gray70,PARK,ManualOverride,942,1722608211.33,4,pNodeReporter
1722608214.333616,ned,55.92,-10.15,0.03,73.79,kayak,gray70,PARK,ManualOverride,943,1722608214.33,4,pNodeReporter
1722608217.346016,ned,55.95,-9.98,0.02,73.79,kayak,gray70,PARK,ManualOverride,944,1722608217.35,4,pNodeReporter
1722608220.360346,ned,55.99,-9.86,0.03,73.79,kayak,gray70,PARK,ManualOverride,945,1722608220.36,4,pNodeReporter
1722608223.374826,ned,55.97,-9.98,0.03,73.79,kayak,gray70,PARK,ManualOverride,946,1722608223.37,4,pNodeReporter
1722608225.510116,ned,55.95,-10.21,0.02,73.79,kayak,gray70,PARK,ManualOverride,947,1722608225.51,4,pNodeReporter
1722608228.021876,ned,55.93,-10.45,0.03,73.79,kayak,gray70,PARK,ManualOverride,948,1722608228.02,4,pNodeReporter
1722608231.035836,ned,55.95,-10.5,0.03,73.79,kayak,gray70,PARK,ManualOverride,949,1722608231.04,4,pNodeReporter
1722608234.0501761,ned,55.93,-10.47,0.02,73.79,kayak,gray70,PARK,ManualOverride,950,1722608234.05,4,pNodeReporter
1722608237.060666,ned,55.96,-10.3,0.04,73.79,kayak,gray70,PARK,ManualOverride,951,1722608237.06,4,pNodeReporter
1722608239.191866,ned,56.06,-10.28,0.19,94.42,kayak,gray70,PARK,ManualOverride,952,1722608239.19,4,pNodeReporter
1722608239.442576,ned,56.11,-10.3,0.28,105.42,kayak,gray70,PARK,ManualOverride,953,1722608239.44,4,pNodeReporter
1722608239.568016,ned,56.18,-10.32,0.35,103.22,kayak,gray70,PARK,ManualOverride,954,1722608239.57,4,pNodeReporter
1722608240.446136,ned,56.48,-10.37,0.53,99.03,kayak,gray70,PARK,ManualOverride,955,1722608240.45,4,pNodeReporter
1722608240.571926,ned,56.59,-10.34,0.59,91.41,kayak,gray70,PARK,ManualOverride,956,1722608240.57,4,pNodeReporter
1722608240.823146,ned,56.73,-10.37,0.78,88.21,kayak,gray70,PARK,ManualOverride,957,1722608240.82,4,pNodeReporter
1722608241.074346,ned,56.9,-10.34,0.94,82.68,kayak,gray70,PARK,ManualOverride,958,1722608241.07,4,pNodeReporter
1722608241.2000961,ned,57.11,-10.24,1.07,77.59,kayak,gray70,PARK,ManualOverride,959,1722608241.2,4,pNodeReporter
1722608241.4513261,ned,57.34,-10.15,1.15,74.62,kayak,gray70,PARK,ManualOverride,960,1722608241.45,4,pNodeReporter
1722608241.828136,ned,57.77,-10.04,1.28,71.96,kayak,gray70,PARK,ManualOverride,961,1722608241.83,4,pNodeReporter
1722608243.083726,ned,59.15,-9.58,1.32,69.75,kayak,gray70,PARK,ManualOverride,962,1722608243.08,4,pNodeReporter
1722608245.089886,ned,61.71,-8.65,1.44,71.99,kayak,gray70,PARK,ManualOverride,963,1722608245.09,4,pNodeReporter
1722608245.841576,ned,62.79,-8.34,1.45,74.06,kayak,gray70,PARK,ManualOverride,964,1722608245.84,4,pNodeReporter
1722608246.468396,ned,63.58,-8.02,1.49,71.61,kayak,gray70,PARK,ManualOverride,965,1722608246.47,4,pNodeReporter
1722608247.095176,ned,64.47,-7.65,1.62,69.17,kayak,gray70,PARK,ManualOverride,966,1722608247.09,4,pNodeReporter
1722608248.098996,ned,65.9,-6.98,1.47,67.12,kayak,gray70,PARK,ManualOverride,967,1722608248.1,4,pNodeReporter
1722608248.601476,ned,66.34,-6.78,1.27,66.65,kayak,gray70,PARK,ManualOverride,968,1722608248.6,4,pNodeReporter
1722608249.9827561,ned,67.65,-6.17,0.96,68.44,kayak,gray70,PARK,ManualOverride,969,1722608249.98,4,pNodeReporter
1722608250.986376,ned,68.29,-5.89,0.66,70.03,kayak,gray70,PARK,ManualOverride,970,1722608250.99,4,pNodeReporter
1722608251.2371361,ned,68.55,-5.8,0.7,72.08,kayak,gray70,PARK,ManualOverride,971,1722608251.24,4,pNodeReporter
1722608253.242976,ned,69.66,-5.39,0.55,69.72,kayak,gray70,PARK,ManualOverride,972,1722608253.24,4,pNodeReporter
1722608253.619076,ned,69.85,-5.3,0.51,67.09,kayak,gray70,PARK,ManualOverride,973,1722608253.62,4,pNodeReporter
1722608253.995176,ned,70.03,-5.24,0.46,69.1,kayak,gray70,PARK,ManualOverride,974,1722608253.99,4,pNodeReporter
1722608255.374446,ned,70.58,-5,0.36,66.1,kayak,gray70,PARK,ManualOverride,975,1722608255.37,4,pNodeReporter
1722608256.0024161,ned,70.77,-4.93,0.34,71.32,kayak,gray70,PARK,ManualOverride,976,1722608256,4,pNodeReporter
1722608257.007786,ned,71.07,-4.84,0.33,75.18,kayak,gray70,PARK,ManualOverride,977,1722608257.01,4,pNodeReporter
1722608258.012566,ned,71.37,-4.74,0.3,77.55,kayak,gray70,PARK,ManualOverride,978,1722608258.01,4,pNodeReporter
1722608259.771136,ned,71.89,-4.61,0.27,80.24,kayak,gray70,PARK,ManualOverride,979,1722608259.77,4,pNodeReporter
1722608262.7850661,ned,72.54,-4.48,0.19,80.63,kayak,gray70,PARK,ManualOverride,980,1722608262.78,4,pNodeReporter
1722608265.793546,ned,73.11,-4.39,0.16,79.6,kayak,gray70,PARK,ManualOverride,981,1722608265.79,4,pNodeReporter
1722608268.803896,ned,73.59,-4.28,0.14,79.6,kayak,gray70,PARK,ManualOverride,982,1722608268.8,4,pNodeReporter
1722608271.8177161,ned,74.13,-4.22,0.14,79.6,kayak,gray70,PARK,ManualOverride,983,1722608271.82,4,pNodeReporter
1722608274.827896,ned,74.54,-4.15,0.12,79.6,kayak,gray70,PARK,ManualOverride,984,1722608274.83,4,pNodeReporter
1722608277.836536,ned,74.88,-3.98,0.1,79.6,kayak,gray70,PARK,ManualOverride,985,1722608277.84,4,pNodeReporter
1722608280.850336,ned,75.21,-3.83,0.1,79.6,kayak,gray70,PARK,ManualOverride,986,1722608280.85,4,pNodeReporter
1722608283.858586,ned,75.52,-3.76,0.08,79.6,kayak,gray70,PARK,ManualOverride,987,1722608283.86,4,pNodeReporter
1722608286.869966,ned,75.78,-3.63,0.07,79.6,kayak,gray70,PARK,ManualOverride,988,1722608286.87,4,pNodeReporter
1722608289.879726,ned,76.15,-3.56,0.08,79.6,kayak,gray70,PARK,ManualOverride,989,1722608289.88,4,pNodeReporter
1722608292.888276,ned,76.38,-3.52,0.06,79.6,kayak,gray70,PARK,ManualOverride,990,1722608292.89,4,pNodeReporter
1722608295.902766,ned,76.58,-3.5,0.04,79.6,kayak,gray70,PARK,ManualOverride,991,1722608295.9,4,pNodeReporter
1722608298.916616,ned,76.81,-3.5,0.04,79.6,kayak,gray70,PARK,ManualOverride,992,1722608298.92,4,pNodeReporter
1722608301.930146,ned,76.93,-3.43,0.07,79.6,kayak,gray70,PARK,ManualOverride,993,1722608301.93,4,pNodeReporter
1722608304.9400861,ned,77.05,-3.39,0.04,79.6,kayak,gray70,PARK,ManualOverride,994,1722608304.94,4,pNodeReporter
1722608307.948886,ned,77.3,-3.41,0.05,79.6,kayak,gray70,PARK,ManualOverride,995,1722608307.95,4,pNodeReporter
1722608310.961646,ned,77.4,-3.41,0.05,79.6,kayak,gray70,PARK,ManualOverride,996,1722608310.96,4,pNodeReporter
1722608313.970186,ned,77.47,-3.37,0.05,79.6,kayak,gray70,PARK,ManualOverride,997,1722608313.97,4,pNodeReporter
1722608316.9822261,ned,77.6,-3.3,0.04,79.6,kayak,gray70,PARK,ManualOverride,998,1722608316.98,4,pNodeReporter
1722608319.992316,ned,77.67,-3.17,0.05,79.6,kayak,gray70,PARK,ManualOverride,999,1722608319.99,4,pNodeReporter
1722608321.246316,ned,77.53,-3,0.04,79.6,kayak,gray70,PARK,ManualOverride,1000,1722608321.25,4,pNodeReporter
1722608322.750686,ned,77.41,-2.8,0.04,79.6,kayak,gray70,PARK,ManualOverride,1001,1722608322.75,4,pNodeReporter
1722608324.886876,ned,77.34,-2.57,0.07,79.6,kayak,gray70,PARK,ManualOverride,1002,1722608324.89,4,pNodeReporter
1722608327.894486,ned,77.42,-2.54,0.02,79.6,kayak,gray70,PARK,ManualOverride,1003,1722608327.89,4,pNodeReporter
1722608330.904296,ned,77.48,-2.3,0.04,79.6,kayak,gray70,PARK,ManualOverride,1004,1722608330.9,4,pNodeReporter
1722608333.667196,ned,77.47,-2.06,0.03,79.6,kayak,gray70,PARK,ManualOverride,1005,1722608333.67,4,pNodeReporter
1722608335.300326,ned,77.34,-1.85,0.04,79.6,kayak,gray70,PARK,ManualOverride,1006,1722608335.3,4,pNodeReporter
1722608337.305986,ned,77.23,-1.65,0.01,79.6,kayak,gray70,PARK,ManualOverride,1007,1722608337.31,4,pNodeReporter
1722608340.314126,ned,77.25,-1.56,0.02,79.6,kayak,gray70,PARK,ManualOverride,1008,1722608340.31,4,pNodeReporter
1722608343.327686,ned,77.34,-1.48,0.05,79.6,kayak,gray70,PARK,ManualOverride,1009,1722608343.33,4,pNodeReporter
1722608346.336016,ned,77.42,-1.57,0.03,79.6,kayak,gray70,PARK,ManualOverride,1010,1722608346.34,4,pNodeReporter
1722608349.346986,ned,77.49,-1.65,0.02,79.6,kayak,gray70,PARK,ManualOverride,1011,1722608349.35,4,pNodeReporter
1722608352.361306,ned,77.57,-1.57,0.03,79.6,kayak,gray70,PARK,ManualOverride,1012,1722608352.36,4,pNodeReporter
1722608355.375556,ned,77.63,-1.43,0.06,79.6,kayak,gray70,PARK,ManualOverride,1013,1722608355.38,4,pNodeReporter
1722608358.389996,ned,77.62,-1.32,0.02,79.6,kayak,gray70,PARK,ManualOverride,1014,1722608358.39,4,pNodeReporter
1722608361.404296,ned,77.49,-1.17,0.06,79.6,kayak,gray70,PARK,ManualOverride,1015,1722608361.4,4,pNodeReporter
1722608364.418396,ned,77.49,-1.2,0.02,79.6,kayak,gray70,PARK,ManualOverride,1016,1722608364.42,4,pNodeReporter
1722608367.181706,ned,77.63,-1.46,0.01,79.6,kayak,gray70,PARK,ManualOverride,1017,1722608367.18,4,pNodeReporter
1722608369.814876,ned,77.7,-1.72,0.01,79.6,kayak,gray70,PARK,ManualOverride,1018,1722608369.81,4,pNodeReporter
1722608372.823596,ned,77.67,-1.85,0.01,79.6,kayak,gray70,PARK,ManualOverride,1019,1722608372.82,4,pNodeReporter
1722608375.836606,ned,77.64,-2.11,0.01,79.6,kayak,gray70,PARK,ManualOverride,1020,1722608375.84,4,pNodeReporter
1722608378.845276,ned,77.64,-2.28,0.03,79.6,kayak,gray70,PARK,ManualOverride,1021,1722608378.85,4,pNodeReporter
1722608381.856676,ned,77.63,-2.41,0.03,79.6,kayak,gray70,PARK,ManualOverride,1022,1722608381.86,4,pNodeReporter
1722608384.8668861,ned,77.7,-2.43,0.03,79.6,kayak,gray70,PARK,ManualOverride,1023,1722608384.87,4,pNodeReporter
1722608387.875696,ned,77.77,-2.41,0.01,79.6,kayak,gray70,PARK,ManualOverride,1024,1722608387.88,4,pNodeReporter
1722608390.888846,ned,77.86,-2.46,0.01,79.6,kayak,gray70,PARK,ManualOverride,1025,1722608390.89,4,pNodeReporter
1722608393.897206,ned,77.94,-2.52,0.01,79.6,kayak,gray70,PARK,ManualOverride,1026,1722608393.9,4,pNodeReporter
1722608396.908446,ned,78.07,-2.57,0.03,79.6,kayak,gray70,PARK,ManualOverride,1027,1722608396.91,4,pNodeReporter
1722608399.9184961,ned,78.23,-2.61,0.02,79.6,kayak,gray70,PARK,ManualOverride,1028,1722608399.92,4,pNodeReporter
1722608402.9269361,ned,78.45,-2.63,0.03,79.6,kayak,gray70,PARK,ManualOverride,1029,1722608402.93,4,pNodeReporter
1722608405.940846,ned,78.67,-2.65,0.03,79.6,kayak,gray70,PARK,ManualOverride,1030,1722608405.94,4,pNodeReporter
1722608408.954676,ned,78.79,-2.69,0.04,79.6,kayak,gray70,PARK,ManualOverride,1031,1722608408.95,4,pNodeReporter
1722608411.9685261,ned,78.9,-2.76,0.03,79.6,kayak,gray70,PARK,ManualOverride,1032,1722608411.97,4,pNodeReporter
1722608414.982706,ned,78.96,-2.72,0.03,79.6,kayak,gray70,PARK,ManualOverride,1033,1722608414.98,4,pNodeReporter
1722608417.996606,ned,79.07,-2.63,0.01,79.6,kayak,gray70,PARK,ManualOverride,1034,1722608418,4,pNodeReporter
1722608421.010996,ned,79.16,-2.56,0.05,79.6,kayak,gray70,PARK,ManualOverride,1035,1722608421.01,4,pNodeReporter
1722608424.022906,ned,79.27,-2.56,0.01,79.6,kayak,gray70,PARK,ManualOverride,1036,1722608424.02,4,pNodeReporter
1722608427.031886,ned,79.3,-2.61,0.01,79.6,kayak,gray70,PARK,ManualOverride,1037,1722608427.03,4,pNodeReporter
1722608430.044336,ned,79.33,-2.63,0.02,79.6,kayak,gray70,PARK,ManualOverride,1038,1722608430.04,4,pNodeReporter
1722608433.053376,ned,79.4,-2.63,0.01,79.6,kayak,gray70,PARK,ManualOverride,1039,1722608433.05,4,pNodeReporter
1722608436.063076,ned,79.44,-2.59,0.02,79.6,kayak,gray70,PARK,ManualOverride,1040,1722608436.06,4,pNodeReporter
1722608439.074796,ned,79.55,-2.5,0.01,79.6,kayak,gray70,PARK,ManualOverride,1041,1722608439.07,4,pNodeReporter
1722608442.082956,ned,79.6,-2.45,0.01,79.6,kayak,gray70,PARK,ManualOverride,1042,1722608442.08,4,pNodeReporter
1722608445.096676,ned,79.64,-2.39,0.03,79.6,kayak,gray70,PARK,ManualOverride,1043,1722608445.1,4,pNodeReporter
1722608448.112206,ned,79.75,-2.33,0.02,79.6,kayak,gray70,PARK,ManualOverride,1044,1722608448.11,4,pNodeReporter
1722608451.120486,ned,79.86,-2.33,0.02,79.6,kayak,gray70,PARK,ManualOverride,1045,1722608451.12,4,pNodeReporter
